Game Name,System Full,Units(m),Publisher,Developer,Release Date
'98 Koshien,PlayStation,0.41,Magical Company,Magical Company,18/06/1998
The Granstream Saga,PlayStation,0.14,THQ,Shade,30/06/1998
Grid Runner,PlayStation,0.03,Virgin Interactive,Radical Entertainment,31/10/1996
Slotter Mania 2,PlayStation,0,Dorart,Dorart,17/01/2002
Crossroad Crisis,PlayStation,0.01,Agetec,A1 Games,15/08/2001
Detective Mouse,PlayStation,0,Phoenix Games,The Code Monkeys,1/1/2003
World Stadium 2,PlayStation,0.45,Namco,Namco,29/04/1998
Building Crush!,PlayStation,0,Shoeisha,Unknown,25/10/1996
Vanguard Bandits,PlayStation,0.07,Working Designs,S-Neo,29/04/2000
Simple 1500 Series Vol. 96: The Yakyuu 2,PlayStation,0,D3 Publisher,Access,25/07/2002
Rascal Racers,PlayStation,0,Telegames,Miracle Designs,1/1/2004
Marionette Company,PlayStation,0,Micro Cabin,Micro Cabin,20/05/1999
Refrain Love,PlayStation,0,Riverhillsoft,River Hill Software,14/03/1997
The Weakest Link,PlayStation,0.09,Activision,Traveller's Tales,24/09/2001
Ason de Chinou Up,PlayStation,0,Gakken,Unknown,11/12/2003
Cinema Eikaiwa: Ai no Hate ni,PlayStation,0,Success,Success,22/07/1999
Rat Attack!,PlayStation,0.04,Mindscape,Pure Entertainment,31/08/1999
MLB 2002,PlayStation,0.43,Sony Computer Entertainment,989 Sports,7/5/2001
Battle Formation,PlayStation,0,Banpresto,Unknown,13/11/1997
Simple Characters 2000 Series Vol. 06: Dokonjou Gaeru: The Mahjong,PlayStation,0,Bandai,Yuki Enterprise,24/01/2002
Dungeon Creator,PlayStation,0,Electronic Arts Victor,Electronic Arts,31/05/1996
One Piece: Grand Battle!,PlayStation,0.49,Atari,Bandai,1/1/2003
Final Fantasy II,PlayStation,0,Square Enix,SquareSoft,8/4/2003
Spawn the Eternal,PlayStation,0.24,Sony Computer Entertainment,Sony Computer Entertainment,1/12/1997
Ayrton Senna Kart Duel Special,PlayStation,0,Gaps,GAPS Inc.,28/04/1999
Medarot R,PlayStation,0,Imagineer,Natsume,25/11/1999
Pandora Max Series Vol. 6: Oni Zero ~Fukkatsu~,PlayStation,0,Pandora Box,Pandora Box,22/03/2001
Olympic Summer Games: Atlanta 1996,PlayStation,0.1,Eidos Interactive,Silicon Dreams,23/07/1996
Simple 1500 Series Vol. 17: The Bike Race,PlayStation,0,D3 Publisher,NCS,1/11/1999
Metal Slug X,PlayStation,0.09,Agetec,ProSoft,14/04/2001
Sentimental Graffiti,PlayStation,0,NEC Interchannel,NEC Interchannel,29/03/2001
Kamen Rider Ryuki,PlayStation,0.14,Bandai,Bandai,28/11/2002
Mat Hoffman's Pro BMX,PlayStation,0.54,Activision,Shaba Games,14/05/2001
Detective Barbie: The Mystery Cruise,PlayStation,0.14,Mattel Interactive,Runecraft,1/1/2000
Wakusei Koukitai Little Cats,PlayStation,0,Family Soft,Family Soft,25/06/1998
Magical Date: Doki Doki Kouhaku Daisakusen,PlayStation,0,Taito,Taito,20/11/1997
Star Wars: Dark Forces,PlayStation,0.55,LucasArts,LucasArts,30/11/1996
Block Kuzushi: Deden no Gyakushuu,PlayStation,0,Island Creation,Island Creation,31/05/1996
Demolition Racer,PlayStation,0.31,Infogrames,Pitbull Syndicate,31/08/1999
Knockout Kings 2001,PlayStation,0.41,EA Sports,EA Sports,30/10/2000
Boku no Natsuyasumi,PlayStation,0.4,Sony Computer Entertainment,Millennium Kitchen,22/06/2000
Virtua Pachi-Slot 7,PlayStation,0,Map Japan,Map Japan,7/9/2000
Surf Riders,PlayStation,0.13,Ubisoft,ACOT,1/8/2000
The King of Fighters '98: Dream Match Never Ends,PlayStation,0.08,SNK,SNK Corporation,25/03/1999
Triple Play 2001,PlayStation,1.33,EA Sports,Treyarch,14/03/2000
Bounty Hunter Sara: Holy Mountain no Teiou,PlayStation,0,Capcom,Flagship,24/05/2001
Samurai Spirits: Amakusa Kourin Special,PlayStation,0,SNK,SNK Corporation,25/12/1997
Power Stakes,PlayStation,0.16,Aques,TOSE,11/4/1997
Hissatsu Pachi-Slot Station SP 3,PlayStation,0,Sunsoft,Unknown,1/1/2002
Yamasa Digi Guide: Umekagetsu R,PlayStation,0,Yamasa Entertainment,Yamasa Entertainment,21/12/2000
Tokimeki Memorial: Taisen Pazurudama,PlayStation,0.1,Konami,Konami,27/09/1996
Kamen Rider Agito,PlayStation,0,Bandai,Bandai,29/11/2001
Arc the Lad II,PlayStation,1.05,Sony Computer Entertainment,ARC Entertainment,20/06/1996
Marby Baby Story,PlayStation,0,Ponos,Ponos,18/02/1999
Libero Grande,PlayStation,0,Namco,Namco,1/1/1998
SaGa Frontier 2,PlayStation,0.94,Square EA,SquareSoft,31/01/2000
Slotter Mania: Core Tokonatsu no Netsusa! Oasis,PlayStation,0,Dorart,Dorart,8/11/2001
Gakkou o Tsukurou!!,PlayStation,0,Victor Interactive,Refine Textile,18/12/1997
Gubble,PlayStation,0,Unknown,Actual Entertainment,
Yu-Gi-Oh! Monster Capsule Breed & Battle,PlayStation,0.28,Konami,Konami Computer Entertainment Shinjuku,23/07/1998
Itadaki Street: Gorgeous King,PlayStation,0,Enix,Tomcat System,23/09/1998
Crusader: No Remorse,PlayStation,0.05,Electronic Arts,Realtime Associates,31/12/1996
Disney's Aladdin in Nasira's Revenge,PlayStation,0.09,Sony Computer Entertainment,Argonaut Games,15/03/2001
Madden NFL 2005,PlayStation,0,EA Sports,EA Tiburon,7/9/2004
Street Fighter EX Plus Alpha,PlayStation,0.75,Capcom,Arika,30/09/1997
Fever: Sankyo Koushiki Pachinko Simulation,PlayStation,0,Ichikawa,Ichikawa,11/11/1999
Ford Truck Mania,PlayStation,0,Gotham Games,Alpine Studios,16/09/2003
Tom Clancy's Rainbow Six,PlayStation,1.64,Red Storm Entertainment,Rebellion Developments,23/11/1999
Hai-Shin 2,PlayStation,0,Aques,Aques,26/03/1998
Actua Ice Hockey 2,PlayStation,0,Gremlin Interactive Ltd,Gremlin Interactive,1/4/1999
Jampack Summer 2K,PlayStation,1.58,Sony Computer Entertainment,Sony Computer Entertainment America,15/05/2000
One Piece: Ocean's Dream,PlayStation,0,Bandai,Bandai,1/5/2003
Centipede,PlayStation,0.65,Hasbro Interactive,Leaping Lizard Software Inc.,30/04/1999
Glay Station,PlayStation,0,Oracion,Unknown,16/04/1999
NBA ShootOut 2001,PlayStation,0.27,Sony Computer Entertainment,989 Sports,30/10/2000
Spider-Man 2: Enter: Electro,PlayStation,1.55,Activision,Vicarious Visions,17/10/2001
Jampack Vol. 1,PlayStation,0.18,Sony Computer Entertainment,Sony Computer Entertainment America,1/1/1997
AI Shogi Selection,PlayStation,0,Hamster Corporation,i4,23/05/2002
RC Helicopter: Remote Control Simulation,PlayStation,0,Agetec,Tomcat System,1/3/2003
Simple 1500 Series Vol. 15: The Pachinko,PlayStation,0,D3 Publisher,Claftman,1/11/1999
Tom Clancy's Rainbow Six: Lone Wolf,PlayStation,0,Ubisoft,Rebellion Developments,4/7/2002
Farland Saga: Toki no Michishirube,PlayStation,0,TGL,TGL,28/04/1999
Bugs Bunny: Lost in Time,PlayStation,0.4,Infogrames,Behaviour Interactive Inc.,31/05/1999
Alnam no Tsubasa: Shouchiri no Sora no Achira e,PlayStation,0,Right Stuff,Right Stuff,25/12/1997
Diet Nyuumon Set Undou Kaishou!,PlayStation,0,Unknown,Twilight Express,20/12/2001
Darkstone,PlayStation,0.66,Take-Two Interactive,Delphine Software International,28/01/2001
Simple 1500 Series Vol. 57: The Meiro,PlayStation,0,D3 Publisher,Mint,22/03/2001
Terracon,PlayStation,0,Sony Computer Entertainment,PictureHouse,25/08/2000
Breath of Fire IV,PlayStation,0.56,Capcom,Capcom,28/11/2000
SatelliTV,PlayStation,0,Nippon Ichi Software,Nippon Ichi Software,8/1/1998
WWF in Your House,PlayStation,0.62,Acclaim Entertainment,"Sculptured Software, Inc.",31/10/1996
Aquarian Age: Tokyo Wars,PlayStation,0,ESP,Broccoli,25/05/2000
Saikyou Ginsei Mahjong 2,PlayStation,0,I'Max,I'Max,24/10/2002
Frogger,PlayStation,4.16,Hasbro Interactive,Millenium Interactive,30/09/1997
Rami-chan no Oedo Sugoroku: Keio Yuugekitai Gaiden,PlayStation,0,Victor Interactive,Victor Interactive Software,17/09/1998
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PlayStation,0.26,Konami,Diamond Head,25/12/1999
Hissatsu Pachinko Station Now 8,PlayStation,0,Sunsoft,SunSoft,15/03/2001
San Goku Shi V,PlayStation,0,KOEI,Koei/Inis,14/02/1997
Bob the Builder: Can We Fix It? / Tweenies: Game Time,PlayStation,0,BBC Multimedia,Various,1/1/2009
Big Bass Fishing,PlayStation,0.02,Take-Two Interactive,Unknown,2/5/2002
Bratz,PlayStation,0,Ubisoft,DC Studios,12/3/2003
Nainai no Kiyotantei,PlayStation,0,Namco,Namco,22/12/1999
Sengoku Cyber: Fujimaru Jigokuhen,PlayStation,0.12,Sony Computer Entertainment,Sony Computer Entertainment,27/10/1995
Jigsaw Madness,PlayStation,0,XS Games,Nippon Ichi Software,1/12/2002
Rising Zan: The Samurai Gunman,PlayStation,0.02,Agetec,UEP Systems,30/09/1999
Legacy of Kain: Soul Reaver,PlayStation,1.04,Eidos Interactive,Crystal Dynamics,16/08/1999
Eberouge Special: Koi to Mahou no Gakuen Seikatsu,PlayStation,0,Takara,Fujitsu,11/6/1998
Trash It,PlayStation,0,GT Interactive,Rage Software,1/7/1997
X-Men: Mutant Academy 2,PlayStation,0.72,Activision,Paradox Development,17/09/2001
Casper: Friends Around the World,PlayStation,0.18,Sound Source Interactive,"Sound Source Interactive, Inc.",6/11/2000
Front Mission History,PlayStation,0,Square Enix,Square Enix,11/12/2003
Shin Super Robot Taisen Special Disk,PlayStation,0.32,Banpresto,Banpresto,28/03/1997
Warriors of Might and Magic,PlayStation,0.13,3DO,3DO,7/2/2001
Dancing Stage Fusion,PlayStation,0,Konami,Konami,5/11/2004
Brian Lara Cricket,PlayStation,1.26,Codemasters,Codemasters,1/12/1998
Ten Made Jack: Odorokimamenoki Dai Tou Bou!!,PlayStation,0,Enix,Exrays,23/03/2000
Adiboo & Paziral's Secret,PlayStation,0,VU Games,Coktel Vision,24/10/2003
Need for Speed: Porsche Unleashed,PlayStation,0.77,Electronic Arts,Eden Studios,29/02/2000
Cardcaptor Sakura: Clow Card Magic,PlayStation,0,Arika,Arika,27/01/2000
A Collection of Intellivision Classic Games,PlayStation,0.31,Activision,LTI,30/10/1999
Oja Majo Doremi #,PlayStation,0,Bandai,Bandai,21/09/2000
Mobile Suit Gundam: Char's Counterattack,PlayStation,0,Bandai,Bandai,17/12/1998
Tomb Raider: The Last Revelation,PlayStation,2.48,Eidos Interactive,Core Design Ltd.,22/11/1999
Akuza no Ma,PlayStation,0,Visit,Unknown,9/5/1997
Fantastic Four,PlayStation,0.07,Acclaim Entertainment,Probe Entertainment Limited,30/09/1997
Ape Escape,PlayStation,1.63,Sony Computer Entertainment,SCE Japan Studio,31/05/1999
Simple 1500 Series Vol. 28: The Dungeon RPG,PlayStation,0,D3 Publisher,Mint and Plophet,27/04/2000
Kaikan Phrase,PlayStation,0,Enix,Produce!,24/02/2000
Golgo 13: Karairu no Yabou,PlayStation,0,Daiki,D'Manga,26/11/1998
Zill O'll,PlayStation,0,KOEI,Team-Infinite,7/10/1999
Angel Graffiti: Anathe no Profile,PlayStation,0,Coconuts Japan,Coconuts Japan,26/07/1996
PGA Tour 96,PlayStation,0.24,EA Sports,EA Sports,1/9/1995
Doom,PlayStation,0.78,GT Interactive,Williams Entertainment Inc.,16/11/1995
Simple 1500 Series Vol. 66: The Kaiten - Mawasun Da!!,PlayStation,0,D3 Publisher,Taito,5/7/2001
Matsumoto Reiji 999: Story of Galaxy Express 999,PlayStation,0,Banpresto,Polygon Magic,28/06/2001
Chocobo Racing,PlayStation,0.44,Square EA,SquareSoft,31/07/1999
Nobunaga no Yabou: Shouseiroku with Power-Up Kit,PlayStation,0,KOEI,Koei / Inis,1/4/1999
G-Police: Weapons of Justice,PlayStation,0.06,Sony Computer Entertainment,Psygnosis,24/09/1999
Wolf Fang: Koukiba 2001,PlayStation,0,Xing Entertainment,Data East,10/5/1996
Debut 21,PlayStation,0,NEC Interchannel,Image Works,10/9/1998
Hot Shots Golf 2,PlayStation,1.88,Sony Computer Entertainment,Clap Hanz,29/02/2000
Simple 1500 Jitsuyou Series Vol. 3: Seimei Handan,PlayStation,0,D3 Publisher,Game Stage,24/08/2000
Combat Choro Q,PlayStation,0,Takara,Takara,25/02/1999
Tenchi Muyou! Toukou Muyou,PlayStation,0,Xing Entertainment,Xing Entertainment,13/09/1996
Captain Tsubasa J: Get in the Tomorrow,PlayStation,0,Bandai,Bandai,3/5/1995
Blood Omen: Legacy of Kain,PlayStation,0.44,Crystal Dynamics,Silicon Knights,14/11/1996
Asteroids,PlayStation,1.15,Activision,Syrox Developments,31/10/1998
Le Concert pp,PlayStation,0,Warashi,Warashi,9/12/1999
Click Manga: Dynamic Robot Taisen 1,PlayStation,0,Tokuma Shoten,Tokuma Shoten,30/09/1999
NBA JAM Tournament Edition,PlayStation,0.25,Acclaim Entertainment,Iguana Entertainment,4/9/1995
LMA Manager 2001,PlayStation,0,Codemasters,Codemasters,16/03/2001
Simple Characters 2000 Series Vol. 15: Cyborg 009: The Block Kuzushi,PlayStation,0,Bandai,Access,10/10/2002
Rurouni Kenshin: Meiji Kenyaku Romantan: Juuyuushi Inbou Hen,PlayStation,0,Sony Computer Entertainment,Pandora Box Creative Office,18/12/1997
Gallop Racer,PlayStation,0.19,Tecmo,Tecmo,17/03/1999
Princess Maker: Go! Go! Princess,PlayStation,0,NineLives,Gainax,21/01/1999
Baby Felix Tennis,PlayStation,0,LSP Games,LSP,1/1/2002
Interactive Sampler Disc 6,PlayStation,0.14,Sony Computer Entertainment,Various,1/1/1998
Dark Seed,PlayStation,0,Gaga,Cyberdreams Interactive Entertainment,27/10/1995
Rayman,PlayStation,3.03,Ubisoft,Ubisoft Montpellier,1/9/1995
The Bistro,PlayStation,0,Syscom,Syscom,17/02/2000
Suikoden Tendou 108 Sei,PlayStation,0,KOEI,Koei,2/4/1998
Hoshi de Hakken!! Tamagotchi,PlayStation,0,Bandai,Bandai,19/02/1998
Lunar: Silver Star Story Complete,PlayStation,0.55,Working Designs,Game Arts,28/05/1999
Reel Fishing II,PlayStation,0.18,Natsume,Open Sesame,14/06/2000
Baseball Navigator,PlayStation,0,Angel Studios,Angel Studios,31/07/1997
Monster Bass!,PlayStation,0,XS Games,Magical Company,1/1/2002
Umezawa Yukari no Taikyoku Igo: Heisei Kiin II,PlayStation,0,Daiki,NanaOn-Sha,17/12/1998
Syphon Filter 3,PlayStation,0.52,Sony Computer Entertainment,SCEA Bend Studio,5/11/2001
Board Game: Top Shop,PlayStation,0.02,A1 Games,KID,21/07/1999
adidas miCoach,PlayStation,0,Land Ho,Unknown,13/07/2012
Z,PlayStation,0,Sony Computer Entertainment,Krisalis Software,1/12/1997
Shin Nippon Pro Wrestling: Toukon Retsuden,PlayStation,0.33,Tomy Corporation,Yuke's Media Creations,29/09/1995
Igo o Nintarou!,PlayStation,0,DigiCube,DigiCube,28/03/2002
Luftwaffe: Doitsu Kuugun o Shiki Seyo,PlayStation,0,Victor Interactive,Pegasus Japan,25/02/1999
Akuji the Heartless,PlayStation,0.12,Eidos Interactive,Crystal Dynamics,31/12/1998
WarGames: Defcon 1,PlayStation,0,MGM Interactive,Interactive Studios Ltd.,30/06/1998
Guardian's Crusade,PlayStation,0.12,Activision,Tamsoft,31/01/1999
Tokyo Majin Gakuen: Gehoujou,PlayStation,0,Asmik Ace Entertainment,"Asmik Ace Entertainment, Inc",24/01/2002
Jigsaw World,PlayStation,0,Nippon Ichi Software,Nippon Ichi Software,3/2/1995
Bust-A-Move 4,PlayStation,0.22,Natsume,Taito Corporation,31/10/1998
Anime Chick Story 1: Card Captor Sakura,PlayStation,0,Arika,Arika,5/8/1999
PO'ed,PlayStation,0.04,Accolade,Any Channel,17/11/1997
Fade to Black,PlayStation,0.34,Electronic Arts,Delphine Software International,24/06/1996
Simple 1500 Series Vol. 78: The Zero Yon,PlayStation,0,D3 Publisher,Quintet,25/10/2001
Pachi-Slot Teiou 7,PlayStation,0,Media Entertainment,Media Entertainment,12/10/2000
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PlayStation,0.25,Axela,Axela,18/06/1998
Zutto Issho: With Me Everytime...,PlayStation,0,Toshiba EMI,Toshiba EMI,12/3/1998
Sim Theme Park,PlayStation,0.63,Electronic Arts,Climax Group,24/10/1999
Armed Fighter,PlayStation,0,Banpresto,Banpresto,4/3/1999
Finger Flashing,PlayStation,0,Affect,Affect,15/07/1999
Tiny Toon Adventures: The Great Beanstalk,PlayStation,0.31,NewKidCo,Terraglyph Interactive Studios,27/10/1998
Knockout Kings,PlayStation,1.52,EA Sports,Press Start Inc.,31/10/1998
Simple 1500 Jitsuyou Series Vol. 12: Katei no Igaku,PlayStation,0,D3 Publisher,ASK,13/12/2001
Dance Dance Revolution (North America),PlayStation,0.15,Konami,Konami,9/5/2001
Echo Night,PlayStation,0.12,Agetec,From Software,31/07/1999
Sonic Wings Special,PlayStation,0,Phoenix Games,Video System,12/8/2004
Point Blank,PlayStation,0,Namco,Namco,30/04/1998
Athena: Awakening from the Ordinary Life,PlayStation,0,SNK,SNK Corporation,11/3/1999
Milky Season,PlayStation,0,KID,KID Corporation,28/02/2002
Trap Gunner: Countdown to Oblivion,PlayStation,0.03,Atlus,Racdym,30/09/1998
Need for Speed II,PlayStation,0,Electronic Arts,EA Canada,31/03/1997
BeatMania Append 5thMix: Time to get down,PlayStation,0,Konami,Konami,2/3/2000
Revolution X,PlayStation,0.1,Acclaim Entertainment,Rage Software,1/1/1996
NFL Quarterback Club 97,PlayStation,0.22,Acclaim Entertainment,Iguana Entertaiment,31/08/1996
Hikaru no Go: Heian Gensou Ibunroku,PlayStation,0.07,Konami,Tenky,30/05/2002
Mermaid no Kisetsu,PlayStation,0,NetVillage,NetVillage,13/12/2001
Bakuretsu Akindo,PlayStation,0,Astec 21,Astec 21,22/03/1996
European Super League,PlayStation,0,Virgin Interactive,Virgin Interactive,2/3/2001
LEGO Racers,PlayStation,0.36,LEGO Media,High Voltage Software,17/12/1999
BladeMaker,PlayStation,0,Shoeisha,Shoeisha,1/7/1999
Rugrats: Totally Angelica,PlayStation,0.12,THQ,ART Co.,13/04/2001
Dave Mirra Freestyle BMX: Maximum Remix,PlayStation,0.27,Acclaim Entertainment,"Z-Axis, Ltd.",21/05/2001
Bassing Beat,PlayStation,0,Hearty Robin,Hearty Robin,11/2/1998
Moto Racer World Tour,PlayStation,0.38,Infogrames,Delphine Software International,6/11/2000
Test Drive: Off Road,PlayStation,1.16,Accolade,Motivetime,28/02/1997
Kids Station: Bokurato Asobou! Ultraman TV,PlayStation,0,Bandai,Bandai,21/09/2000
Shrek: Treasure Hunt,PlayStation,0,TDK Mediactive,The Code Monkeys,18/10/2002
Darius Gaiden,PlayStation,0,Taito,Taito Corporation,13/12/1996
OverBlood 2,PlayStation,0.07,Evolution Games,Riverhillsoft,13/04/2001
Hissatsu Pachinko Station 8,PlayStation,0,Sunsoft,SunSoft,30/03/2000
DevilMan,PlayStation,0,Bandai,Bandai,13/04/2000
007: Tomorrow Never Dies / The World is not Enough,PlayStation,0,Electronic Arts,Black Ops Entertainment,13/09/2002
WWF Wrestlemania: The Arcade Game,PlayStation,0.06,Acclaim Entertainment,Sculptured Software,18/10/1995
Jet Moto 3,PlayStation,0.74,Sony Computer Entertainment,Pacific Coast Power & Light,31/08/1999
Dancing Blade: Katte ni Momo Tenshi!,PlayStation,0,Konami,Konami Computer Entertainment Tokyo,27/08/1998
Real Bout Garou Densetsu Special: Dominated Mind,PlayStation,0.06,SNK,SNK Corporation,25/06/1998
Osaka Naniwa Matenrow,PlayStation,0,KID,Unknown,8/4/1999
Play with the Teletubbies,PlayStation,0,BBC Multimedia,Asylum Entertainment,8/8/2000
World Soccer Winning Eleven 2002,PlayStation,0.13,Konami,Konami,25/04/2002
Brian Lara Cricket / Jonah Lomu Rugby,PlayStation,0,Codemasters,Various,29/11/2002
BeatMania Append GottaMix,PlayStation,0.33,Konami,Konami,27/05/1999
Game no Tatsujin,PlayStation,0,Sunsoft,SunSoft,9/6/1995
Volfoss,PlayStation,0,Namco,Namco,22/02/2001
Slayers Royal,PlayStation,0.08,Kadokawa Shoten,ESP Software,25/06/1998
Ochan no Oekaki Logic 3,PlayStation,0,Sunsoft,SunSoft,15/02/2001
Snatcher,PlayStation,0,Konami,Konami,16/02/1996
NBA Live 2000,PlayStation,1.52,EA Sports,NuFX,31/10/1999
C1-Circuit,PlayStation,0,Invex,Invex,4/10/1996
Shadow Master,PlayStation,0.1,Sony Computer Entertainment,Hammerhead,31/12/1997
Brigandine: The Legend of Forsena,PlayStation,0.09,Atlus,Hearty Robin,31/10/1998
Jonah Lomu Rugby,PlayStation,0,Codemasters,Rage Software,31/03/1997
Breakout,PlayStation,0.11,Hasbro Interactive,Supersonic Software,22/09/2000
The King of Fighters '99,PlayStation,0.11,Agetec,SNK Corporation,22/04/2001
Neorude,PlayStation,0,TechnoSoft,"TechnoSoft Co., Ltd.",9/5/1997
Jikkyou Powerful Pro Yakyuu 2001 Ketteiban,PlayStation,0,Konami,Diamond Head,20/12/2001
GaiaSeed: Project Seed Trap,PlayStation,0,Techno Soleil,Techno Soleil,13/12/1996
Rhapsody: A Musical Adventure,PlayStation,0.04,Atlus,Nippon Ichi Software,30/03/2000
AbalaBurn,PlayStation,0,Takara,Takara,20/08/1998
Earthworm Jim 2,PlayStation,0,Unknown,Screaming Pink,
Madden NFL 2004,PlayStation,0,EA Sports,BudCat Creations,12/8/2003
Kaze no Notam,PlayStation,0,ArtDink,Unknown,11/9/1997
FIFA Soccer 96,PlayStation,0.16,EA Sports,Extended Play Productions,1/11/1995
Zen-Nippon Onna Pro Wrestling: Joou Densetsu,PlayStation,0,TEN,GW,23/07/1998
X-COM: Terror From The Deep,PlayStation,0,Microprose,MicroProse,1/12/1996
Castlevania Chronicles,PlayStation,0.13,Konami,Konami Computer Entertainment Tokyo,8/10/2001
Simple 1500 Series Vol. 40: The Shogi 2,PlayStation,0,D3 Publisher,Warashi,26/10/2000
Virtua Pachi-Slot VI,PlayStation,0,Map Japan,Map Japan,17/02/2000
Utautau: Seirei Songs,PlayStation,0,Enix,Enix Corporation,24/02/2000
NHL Powerplay '96,PlayStation,0.12,Virgin Interactive,Radical Entertainment,30/09/1996
Tomba!,PlayStation,0.26,Sony Computer Entertainment,Whoopee Camp,30/06/1998
Bottom of the 9th,PlayStation,0.14,Konami,Konami,4/4/1996
K-1 Oujya ni Narou!,PlayStation,0,Xing Entertainment,Xing Entertainment,30/03/2000
Ganbare Goemon: Kurunara Koi! Ayashige Ikka no Kuroi Kage,PlayStation,0,Konami,Konami Computer Entertainment Nagoya,23/12/1998
Persona,PlayStation,0.45,Atlus,Atlus Co.,1/1/1996
Ultraman Fighting Evolution,PlayStation,0,Banpresto,Banpresto,19/02/1998
Pachi-Slot Teiou: Yamasa Remix,PlayStation,0,Media Entertainment,Yamasa Entertainment,30/08/2000
Time Crisis,PlayStation,1.68,Namco,Namco,31/10/1997
5 Star Racing,PlayStation,0,Phoenix Games,Kung Fu,15/11/2003
